REGION,Area,PLAN_TYPE,PARTICIPATION_MINIMUM,PARTICIPATION_MAXIMUM,MINIMUM_ENROLLED,PLAN_ID,TIERS,PRODUCT_ID,PRODUCT_NAME,INDIVIDUAL,TWO_PERSON,IND_PLUS_1_CHILD,IND_PLUS_CHILDREN,FAMILY,DOCUMENT_URL,EFFECTIVE_DATE,END_DATE,MAXIMUM_ENROLLED,VERSION,UNIQUE_IDENTIFIER,ORTHO,GrandfatherExpirationDate,RELATION_ID
MN,METRO,Freedom,70,100,10,M1V69E43313748,THREE,2129804917,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1000 Max 3tier Metro Aug,31.8,61.1,61.1,106.5,106.5,,8/1/18,8/31/18,50,0,,1000,,M1V69E
MN,METRO,Freedom,20,70,10,7FWI0343344749,THREE,2129804918,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1000 Max 3tier Metro Sept,36.5,70.2,70.2,122.5,122.5,,9/1/18,9/30/18,50,0,,1000,,7FWI03
MN,METRO,Freedom,70,100,10,M1V69E43344750,THREE,2129804918,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1000 Max 3tier Metro Sept,31.8,61.1,61.1,106.5,106.5,,9/1/18,9/30/18,50,0,,1000,,M1V69E
MN,METRO,Freedom,20,70,10,7FWI0343374751,THREE,2129804919,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1000 Max 3tier Metro Oct,36.5,70.2,70.2,122.5,122.5,,10/1/18,10/31/18,50,0,,1000,,7FWI03
MN,METRO,Freedom,70,100,10,M1V69E43374752,THREE,2129804919,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1000 Max 3tier Metro Oct,31.8,61.1,61.1,106.5,106.5,,10/1/18,10/31/18,50,0,,1000,,M1V69E
MN,METRO,Freedom,20,70,10,7FWI0343405753,THREE,2129804920,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1000 Max 3tier Metro Nov,36.5,70.2,70.2,122.5,122.5,,11/1/18,11/30/18,50,0,,1000,,7FWI03
MN,METRO,Freedom,70,100,10,M1V69E43405754,THREE,2129804920,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1000 Max 3tier Metro Nov,31.8,61.1,61.1,106.5,106.5,,11/1/18,11/30/18,50,0,,1000,,M1V69E
MN,METRO,Freedom,20,70,10,7FWI0343435755,THREE,2129804921,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1000 Max 3tier Metro Dec,36.5,70.2,70.2,122.5,122.5,,12/1/18,12/31/18,50,0,,1000,,7FWI03
MN,METRO,Freedom,70,100,10,M1V69E43435756,THREE,2129804921,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1000 Max 3tier Metro Dec,31.8,61.1,61.1,106.5,106.5,,12/1/18,12/31/18,50,0,,1000,,M1V69E
MN,METRO,Freedom,70,100,10,JYJSIF43282757,THREE,2129819864,Freedom Enhance w/ortho 1000 $50/$150 Ded $2000 Max 3tier Metro-Jul,34.3,65.9,65.9,114.1,114.1,,7/1/18,7/31/18,50,0,,1000,,JYJSIF
MN,METRO,Freedom,20,70,10,PX9PW843282758,THREE,2129819864,Freedom Enhanced w/ortho $1000  $50/$150 Ded $2000 Max 3tier Metro-Jul,39.5,75.7,75.7,131.2,131.2,,7/1/18,7/31/18,50,0,,1000,,PX9PW8
MN,METRO,Freedom,70,100,10,JYJSIF43313759,THREE,2129819866,Freedom Enhance w/ortho 1000 $50/$150 Ded $2000 Max 3tier Metro-Aug,34.3,65.9,65.9,114.1,114.1,,8/1/18,8/31/18,50,0,,1000,,JYJSIF
MN,METRO,Freedom,20,70,10,PX9PW843313760,THREE,2129819866,Freedom Enhanced w/ortho $1000  $50/$150 Ded $2000 Max 3tier Metro-Aug,39.5,75.7,75.7,131.2,131.2,,8/1/18,8/31/18,50,0,,1000,,PX9PW8
MN,METRO,Freedom,70,100,10,JYJSIF43344761,THREE,2129819867,Freedom Enhance w/ortho 1000 $50/$150 Ded $2000 Max 3tier Metro-Sep,34.3,65.9,65.9,114.1,114.1,,9/1/18,9/30/18,50,0,,1000,,JYJSIF
MN,METRO,Freedom,20,70,10,PX9PW843344762,THREE,2129819867,Freedom Enhanced w/ortho $1000  $50/$150 Ded $2000 Max 3tier Metro-Sep,39.5,75.7,75.7,131.2,131.2,,9/1/18,9/30/18,50,0,,1000,,PX9PW8
MN,METRO,Freedom,70,100,10,JYJSIF43374763,THREE,2129819868,Freedom Enhance w/ortho 1000 $50/$150 Ded $2000 Max 3tier Metro-Oct,34.3,65.9,65.9,114.1,114.1,,10/1/18,10/31/18,50,0,,1000,,JYJSIF
MN,METRO,Freedom,20,70,10,PX9PW843374764,THREE,2129819868,Freedom Enhanced w/ortho $1000  $50/$150 Ded $2000 Max 3tier Metro-Oct,39.5,75.7,75.7,131.2,131.2,,10/1/18,10/31/18,50,0,,1000,,PX9PW8
MN,METRO,Freedom,70,100,10,JYJSIF43405765,THREE,2129819869,Freedom Enhance w/ortho 1000 $50/$150 Ded $2000 Max 3tier Metro-Nov,34.3,65.9,65.9,114.1,114.1,,11/1/18,11/30/18,50,0,,1000,,JYJSIF
MN,METRO,Freedom,20,70,10,PX9PW843405766,THREE,2129819869,Freedom Enhanced w/ortho $1000  $50/$150 Ded $2000 Max 3tier Metro-Nov,39.5,75.7,75.7,131.2,131.2,,11/1/18,11/30/18,50,0,,1000,,PX9PW8
MN,METRO,Freedom,70,100,10,JYJSIF43435767,THREE,2129819870,Freedom Enhance w/ortho 1000 $50/$150 Ded $2000 Max 3tier Metro-Dec,34.3,65.9,65.9,114.1,114.1,,12/1/18,12/31/18,50,0,,1000,,JYJSIF
MN,METRO,Freedom,20,70,10,PX9PW843435768,THREE,2129819870,Freedom Enhanced w/ortho $1000  $50/$150 Ded $2000 Max 3tier Metro-Dec,39.5,75.7,75.7,131.2,131.2,,12/1/18,12/31/18,50,0,,1000,,PX9PW8
MN,METRO,Freedom,20,70,10,XD642X43282769,THREE,2129842680,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1500 Max 3tier Metro Jul,38.3,73.5,73.5,127.8,127.8,,7/1/18,7/31/18,50,0,,1000,,XD642X
MN,METRO,Freedom,70,100,10,ZB04LV43282770,THREE,2129842680,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1500 Max 3tier Metro Jul,33.3,64,64,111.1,111.1,,7/1/18,7/31/18,50,0,,1000,,ZB04LV
MN,METRO,Freedom,20,70,10,XD642X43313771,THREE,2129842681,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1500 Max 3tier Metro Aug,38.3,73.5,73.5,127.8,127.8,,8/1/18,8/31/18,50,0,,1000,,XD642X
MN,METRO,Freedom,70,100,10,ZB04LV43313772,THREE,2129842681,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1500 Max 3tier Metro Aug,33.3,64,64,111.1,111.1,,8/1/18,8/31/18,50,0,,1000,,ZB04LV
MN,METRO,Freedom,20,70,10,XD642X43344773,THREE,2129842682,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1500 Max 3tier Metro Sept,38.3,73.5,73.5,127.8,127.8,,9/1/18,9/30/18,50,0,,1000,,XD642X
MN,METRO,Freedom,70,100,10,ZB04LV43344774,THREE,2129842682,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1500 Max 3tier Metro Sept,33.3,64,64,111.1,111.1,,9/1/18,9/30/18,50,0,,1000,,ZB04LV
MN,METRO,Freedom,20,70,10,XD642X43374775,THREE,2129842683,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1500 Max 3tier Metro Oct,38.3,73.5,73.5,127.8,127.8,,10/1/18,10/31/18,50,0,,1000,,XD642X
MN,METRO,Freedom,70,100,10,ZB04LV43374776,THREE,2129842683,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1500 Max 3tier Metro Oct,33.3,64,64,111.1,111.1,,10/1/18,10/31/18,50,0,,1000,,ZB04LV
MN,METRO,Freedom,20,70,10,XD642X43405777,THREE,2129842685,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1500 Max 3tier Metro Nov,38.3,73.5,73.5,127.8,127.8,,11/1/18,11/30/18,50,0,,1000,,XD642X
MN,METRO,Freedom,70,100,10,ZB04LV43405778,THREE,2129842685,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1500 Max 3tier Metro Nov,33.3,64,64,111.1,111.1,,11/1/18,11/30/18,50,0,,1000,,ZB04LV
MN,METRO,Freedom,20,70,10,XD642X43435779,THREE,2129842686,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1500 Max 3tier Metro Dec,38.3,73.5,73.5,127.8,127.8,,12/1/18,12/31/18,50,0,,1000,,XD642X
MN,METRO,Freedom,70,100,10,ZB04LV43435780,THREE,2129842686,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1500 Max 3tier Metro Dec,33.3,64,64,111.1,111.1,,12/1/18,12/31/18,50,0,,1000,,ZB04LV
MN,METRO,Preferred,70,100,10,ENXVE443282781,THREE,2129871254,Preferred w/ortho $1500 $50/$150 Ded $1000 Max 3-tier Metro - Jul,31.1,61.1,61.1,111.2,111.2,,7/1/18,7/31/18,50,0,,1500,,ENXVE4
MN,METRO,Preferred,20,70,10,LHF9IY43282782,THREE,2129871254,Preferred w/ortho $1500 $50/$150 Ded $1000 Max 3-tier Metro - Jul,35.8,70.2,70.2,127.9,127.9,,7/1/18,7/31/18,50,0,,1500,,LHF9IY
MN,METRO,Preferred,70,100,10,ENXVE443313783,THREE,2129871255,Preferred w/ortho $1500 $50/$150 Ded $1000 Max 3-tier Metro - Aug,31.1,61.1,61.1,111.2,111.2,,8/1/18,8/31/18,50,0,,1500,,ENXVE4
MN,METRO,Preferred,20,70,10,LHF9IY43313784,THREE,2129871255,Preferred w/ortho $1500 $50/$150 Ded $1000 Max 3-tier Metro - Aug,35.8,70.2,70.2,127.9,127.9,,8/1/18,8/31/18,50,0,,1500,,LHF9IY
MN,METRO,Preferred,70,100,10,ENXVE443344785,THREE,2129871256,Preferred w/ortho $1500 $50/$150 Ded $1000 Max 3-tier Metro - Sep,31.1,61.1,61.1,111.2,111.2,,9/1/18,9/30/18,50,0,,1500,,ENXVE4
MN,METRO,Preferred,20,70,10,LHF9IY43344786,THREE,2129871256,Preferred w/ortho $1500 $50/$150 Ded $1000 Max 3-tier Metro - Sep,35.8,70.2,70.2,127.9,127.9,,9/1/18,9/30/18,50,0,,1500,,LHF9IY
MN,METRO,Preferred,70,100,10,ENXVE443374787,THREE,2129871257,Preferred w/ortho $1500 $50/$150 Ded $1000 Max 3-tier Metro - Oct,31.1,61.1,61.1,111.2,111.2,,10/1/18,10/31/18,50,0,,1500,,ENXVE4
MN,METRO,Preferred,20,70,10,LHF9IY43374788,THREE,2129871257,Preferred w/ortho $1500 $50/$150 Ded $1000 Max 3-tier Metro - Oct,35.8,70.2,70.2,127.9,127.9,,10/1/18,10/31/18,50,0,,1500,,LHF9IY
MN,METRO,Preferred,70,100,10,ENXVE443405789,THREE,2129871259,Preferred w/ortho $1500 $50/$150 Ded $1000 Max 3-tier Metro - Nov,31.1,61.1,61.1,111.2,111.2,,11/1/18,11/30/18,50,0,,1500,,ENXVE4
MN,METRO,Preferred,20,70,10,LHF9IY43405790,THREE,2129871259,Preferred w/ortho $1500 $50/$150 Ded $1000 Max 3-tier Metro - Nov,35.8,70.2,70.2,127.9,127.9,,11/1/18,11/30/18,50,0,,1500,,LHF9IY
MN,METRO,Preferred,70,100,10,ENXVE443435791,THREE,2129871260,Preferred w/ortho $1500 $50/$150 Ded $1000 Max 3-tier Metro - Dec,31.1,61.1,61.1,111.2,111.2,,12/1/18,12/31/18,50,0,,1500,,ENXVE4
MN,METRO,Preferred,20,70,10,LHF9IY43435792,THREE,2129871260,Preferred w/ortho $1500 $50/$150 Ded $1000 Max 3-tier Metro - Dec,35.8,70.2,70.2,127.9,127.9,,12/1/18,12/31/18,50,0,,1500,,LHF9IY
MN,METRO,Preferred,20,70,10,DA16O543282793,THREE,2129871430,Preferred w/ortho $1500 $50/$150 Ded $1500 Max 3-tier Metro - Jul,37.5,73.4,73.4,133.1,133.1,,7/1/18,7/31/18,50,0,,1500,,DA16O5
MN,METRO,Preferred,70,100,10,L6MCXR43282794,THREE,2129871430,Preferred w/ortho $1500 $50/$150 Ded $1500 Max 3-tier Metro - Jul,32.6,63.9,63.9,115.7,115.7,,7/1/18,7/31/18,50,0,,1500,,L6MCXR
MN,METRO,Preferred,20,70,10,DA16O543313795,THREE,2129871431,Preferred w/ortho $1500 $50/$150 Ded $1500 Max 3-tier Metro - Aug,37.5,73.4,73.4,133.1,133.1,,8/1/18,8/31/18,50,0,,1500,,DA16O5
MN,METRO,Preferred,70,100,10,L6MCXR43313796,THREE,2129871431,Preferred w/ortho $1500 $50/$150 Ded $1500 Max 3-tier Metro - Aug,32.6,63.9,63.9,115.7,115.7,,8/1/18,8/31/18,50,0,,1500,,L6MCXR
MN,METRO,Preferred,20,70,10,DA16O543344797,THREE,2129871432,Preferred w/ortho $1500 $50/$150 Ded $1500 Max 3-tier Metro - Sept,37.5,73.4,73.4,133.1,133.1,,9/1/18,9/30/18,50,0,,1500,,DA16O5
MN,METRO,Preferred,70,100,10,L6MCXR43344798,THREE,2129871432,Preferred w/ortho $1500 $50/$150 Ded $1500 Max 3-tier Metro - Sept,32.6,63.9,63.9,115.7,115.7,,9/1/18,9/30/18,50,0,,1500,,L6MCXR
MN,METRO,Preferred,20,70,10,DA16O543374799,THREE,2129871433,Preferred w/ortho $1500 $50/$150 Ded $1500 Max 3-tier Metro - Oct,37.5,73.4,73.4,133.1,133.1,,10/1/18,10/31/18,50,0,,1500,,DA16O5
MN,METRO,Preferred,70,100,10,L6MCXR43374800,THREE,2129871433,Preferred w/ortho $1500 $50/$150 Ded $1500 Max 3-tier Metro - Oct,32.6,63.9,63.9,115.7,115.7,,10/1/18,10/31/18,50,0,,1500,,L6MCXR
MN,METRO,Preferred,20,70,10,DA16O543405801,THREE,2129871434,Preferred w/ortho $1500 $50/$150 Ded $1500 Max 3-tier Metro - Nov,37.5,73.4,73.4,133.1,133.1,,11/1/18,11/30/18,50,0,,1500,,DA16O5
MN,METRO,Preferred,70,100,10,L6MCXR43405802,THREE,2129871434,Preferred w/ortho $1500 $50/$150 Ded $1500 Max 3-tier Metro - Nov,32.6,63.9,63.9,115.7,115.7,,11/1/18,11/30/18,50,0,,1500,,L6MCXR
MN,METRO,Preferred,20,70,10,DA16O543435803,THREE,2129871435,Preferred w/ortho $1500 $50/$150 Ded $1500 Max 3-tier Metro - Dec,37.5,73.4,73.4,133.1,133.1,,12/1/18,12/31/18,50,0,,1500,,DA16O5
MN,METRO,Preferred,70,100,10,L6MCXR43435804,THREE,2129871435,Preferred w/ortho $1500 $50/$150 Ded $1500 Max 3-tier Metro - Dec,32.6,63.9,63.9,115.7,115.7,,12/1/18,12/31/18,50,0,,1500,,L6MCXR
MN,NON METRO,Preferred,20,70,10,JQ1C5543282805,THREE,2129871643,Preferred $50/$150 Ded $2000 Max 3-Tier Non Metro - Jul,42.5,78.8,78.8,125.6,125.6,,7/1/18,7/31/18,50,0,,,,JQ1C55
MN,NON METRO,Preferred,70,100,10,MTFSWY43282806,THREE,2129871643,Preferred $50/$150 Ded $2000 Max 3-Tier Non Metro - Jul,36.9,68.5,68.5,109.3,109.3,,7/1/18,7/31/18,50,0,,,,MTFSWY
MN,NON METRO,Preferred,20,70,10,JQ1C5543313807,THREE,2129871644,Preferred $50/$150 Ded $2000 Max 3-Tier Non Metro - Aug,42.5,78.8,78.8,125.6,125.6,,8/1/18,8/31/18,50,0,,,,JQ1C55
MN,NON METRO,Preferred,70,100,10,MTFSWY43313808,THREE,2129871644,Preferred $50/$150 Ded $2000 Max 3-Tier Non Metro - Aug,36.9,68.5,68.5,109.3,109.3,,8/1/18,8/31/18,50,0,,,,MTFSWY
MN,NON METRO,Preferred,20,70,10,JQ1C5543344809,THREE,2129871645,Preferred $50/$150 Ded $2000 Max 3-Tier Non Metro - Sept,42.5,78.8,78.8,125.6,125.6,,9/1/18,9/30/18,50,0,,,,JQ1C55
MN,NON METRO,Preferred,70,100,10,MTFSWY43344810,THREE,2129871645,Preferred $50/$150 Ded $2000 Max 3-Tier Non Metro - Sept,36.9,68.5,68.5,109.3,109.3,,9/1/18,9/30/18,50,0,,,,MTFSWY
MN,NON METRO,Preferred,20,70,10,JQ1C5543374811,THREE,2129871646,Preferred $50/$150 Ded $2000 Max 3-Tier Non Metro - Oct,42.5,78.8,78.8,125.6,125.6,,10/1/18,10/31/18,50,0,,,,JQ1C55
MN,NON METRO,Preferred,70,100,10,MTFSWY43374812,THREE,2129871646,Preferred $50/$150 Ded $2000 Max 3-Tier Non Metro - Oct,36.9,68.5,68.5,109.3,109.3,,10/1/18,10/31/18,50,0,,,,MTFSWY
MN,NON METRO,Preferred,20,70,10,JQ1C5543405813,THREE,2129871647,Preferred $50/$150 Ded $2000 Max 3-Tier Non Metro - Nov,42.5,78.8,78.8,125.6,125.6,,11/1/18,11/30/18,50,0,,,,JQ1C55
MN,NON METRO,Preferred,70,100,10,MTFSWY43405814,THREE,2129871647,Preferred $50/$150 Ded $2000 Max 3-Tier Non Metro - Nov,36.9,68.5,68.5,109.3,109.3,,11/1/18,11/30/18,50,0,,,,MTFSWY
MN,NON METRO,Preferred,20,70,10,JQ1C5543435815,THREE,2129871648,Preferred $50/$150 Ded $2000 Max 3-Tier Non Metro - Dec,42.5,78.8,78.8,125.6,125.6,,12/1/18,12/31/18,50,0,,,,JQ1C55
MN,NON METRO,Preferred,70,100,10,MTFSWY43435816,THREE,2129871648,Preferred $50/$150 Ded $2000 Max 3-Tier Non Metro - Dec,36.9,68.5,68.5,109.3,109.3,,12/1/18,12/31/18,50,0,,,,MTFSWY
MN,METRO,Preferred,70,100,10,9868KK43282817,THREE,2129871811,Preferred w/ortho $1500 $50/$150 Ded $2000 Max 3-tier Metro - Jul,33.6,65.7,65.7,118.7,118.7,,7/1/18,7/31/18,50,0,,1500,,9868KK
MN,METRO,Preferred,20,70,10,Z7FK4143282818,THREE,2129871811,Preferred w/ortho $1500 $50/$150 Ded $2000 Max 3-tier Metro - Jul,38.7,75.6,75.6,136.5,136.5,,7/1/18,7/31/18,50,0,,1500,,Z7FK41
MN,METRO,Preferred,70,100,10,9868KK43313819,THREE,2129871812,Preferred w/ortho $1500 $50/$150 Ded $2000 Max 3-tier Metro - Aug,33.6,65.7,65.7,118.7,118.7,,8/1/18,8/31/18,50,0,,1500,,9868KK
MN,METRO,Preferred,20,70,10,Z7FK4143313820,THREE,2129871812,Preferred w/ortho $1500 $50/$150 Ded $2000 Max 3-tier Metro - Aug,38.7,75.6,75.6,136.5,136.5,,8/1/18,8/31/18,50,0,,1500,,Z7FK41
MN,METRO,Preferred,70,100,10,9868KK43344821,THREE,2129871813,Preferred w/ortho $1500 $50/$150 Ded $2000 Max 3-tier Metro - Sep,33.6,65.7,65.7,118.7,118.7,,9/1/18,9/30/18,50,0,,1500,,9868KK
MN,METRO,Preferred,20,70,10,Z7FK4143344822,THREE,2129871813,Preferred w/ortho $1500 $50/$150 Ded $2000 Max 3-tier Metro - Sep,38.7,75.6,75.6,136.5,136.5,,9/1/18,9/30/18,50,0,,1500,,Z7FK41
MN,METRO,Preferred,70,100,10,9868KK43374823,THREE,2129871815,Preferred w/ortho $1500 $50/$150 Ded $2000 Max 3-tier Metro - Oct,33.6,65.7,65.7,118.7,118.7,,10/1/18,10/31/18,50,0,,1500,,9868KK
MN,METRO,Preferred,20,70,10,Z7FK4143374824,THREE,2129871815,Preferred w/ortho $1500 $50/$150 Ded $2000 Max 3-tier Metro - Oct,38.7,75.6,75.6,136.5,136.5,,10/1/18,10/31/18,50,0,,1500,,Z7FK41
MN,METRO,Preferred,70,100,10,9868KK43405825,THREE,2129871816,Preferred w/ortho $1500 $50/$150 Ded $2000 Max 3-tier Metro - Nov,33.6,65.7,65.7,118.7,118.7,,11/1/18,11/30/18,50,0,,1500,,9868KK
MN,METRO,Preferred,20,70,10,Z7FK4143405826,THREE,2129871816,Preferred w/ortho $1500 $50/$150 Ded $2000 Max 3-tier Metro - Nov,38.7,75.6,75.6,136.5,136.5,,11/1/18,11/30/18,50,0,,1500,,Z7FK41
MN,METRO,Preferred,70,100,10,9868KK43435827,THREE,2129871817,Preferred w/ortho $1500 $50/$150 Ded $2000 Max 3-tier Metro - Dec,33.6,65.7,65.7,118.7,118.7,,12/1/18,12/31/18,50,0,,1500,,9868KK
MN,METRO,Preferred,20,70,10,Z7FK4143435828,THREE,2129871817,Preferred w/ortho $1500 $50/$150 Ded $2000 Max 3-tier Metro - Dec,38.7,75.6,75.6,136.5,136.5,,12/1/18,12/31/18,50,0,,1500,,Z7FK41
MN,NON METRO,Preferred,20,70,10,3C7KZR43282829,THREE,2129872164,Preferred w/ortho $1000  $50/$150 Ded $1000 Max 3-tier NonMetro - Jul,39.3,75.4,75.4,130.8,130.8,,7/1/18,7/31/18,50,0,,1000,,3C7KZR
MN,NON METRO,Preferred,70,100,10,ICATG343282830,THREE,2129872164,Preferred w/ortho $1000  $50/$150 Ded $1000 Max 3-tier NonMetro - Jul,34.2,65.6,65.6,113.7,113.7,,7/1/18,7/31/18,50,0,,1000,,ICATG3
MN,NON METRO,Preferred,20,70,10,3C7KZR43313831,THREE,2129872165,Preferred w/ortho $1000  $50/$150 Ded $1000 Max 3-tier NonMetro - Aug,39.3,75.4,75.4,130.8,130.8,,8/1/18,8/31/18,50,0,,1000,,3C7KZR
MN,NON METRO,Preferred,70,100,10,ICATG343313832,THREE,2129872165,Preferred w/ortho $1000  $50/$150 Ded $1000 Max 3-tier NonMetro - Aug,34.2,65.6,65.6,113.7,113.7,,8/1/18,8/31/18,50,0,,1000,,ICATG3
MN,NON METRO,Preferred,20,70,10,3C7KZR43344833,THREE,2129872166,Preferred w/ortho $1000  $50/$150 Ded $1000 Max 3-tier NonMetro - Sept,39.3,75.4,75.4,130.8,130.8,,9/1/18,9/30/18,50,0,,1000,,3C7KZR
MN,NON METRO,Preferred,70,100,10,ICATG343344834,THREE,2129872166,Preferred w/ortho $1000  $50/$150 Ded $1000 Max 3-tier NonMetro - Sept,34.2,65.6,65.6,113.7,113.7,,9/1/18,9/30/18,50,0,,1000,,ICATG3
MN,NON METRO,Preferred,20,70,10,3C7KZR43374835,THREE,2129872167,Preferred w/ortho $1000  $50/$150 Ded $1000 Max 3-tier NonMetro - Oct,39.3,75.4,75.4,130.8,130.8,,10/1/18,10/31/18,50,0,,1000,,3C7KZR
MN,NON METRO,Preferred,70,100,10,ICATG343374836,THREE,2129872167,Preferred w/ortho $1000  $50/$150 Ded $1000 Max 3-tier NonMetro - Oct,34.2,65.6,65.6,113.7,113.7,,10/1/18,10/31/18,50,0,,1000,,ICATG3
MN,NON METRO,Preferred,20,70,10,3C7KZR43405837,THREE,2129872168,Preferred w/ortho $1000  $50/$150 Ded $1000 Max 3-tier NonMetro - Nov,39.3,75.4,75.4,130.8,130.8,,11/1/18,11/30/18,50,0,,1000,,3C7KZR
MN,NON METRO,Preferred,70,100,10,ICATG343405838,THREE,2129872168,Preferred w/ortho $1000  $50/$150 Ded $1000 Max 3-tier NonMetro - Nov,34.2,65.6,65.6,113.7,113.7,,11/1/18,11/30/18,50,0,,1000,,ICATG3
MN,NON METRO,Preferred,20,70,10,3C7KZR43435839,THREE,2129872169,Preferred w/ortho $1000  $50/$150 Ded $1000 Max 3-tier NonMetro - Dec,39.3,75.4,75.4,130.8,130.8,,12/1/18,12/31/18,50,0,,1000,,3C7KZR
MN,NON METRO,Preferred,70,100,10,ICATG343435840,THREE,2129872169,Preferred w/ortho $1000  $50/$150 Ded $1000 Max 3-tier NonMetro - Dec,34.2,65.6,65.6,113.7,113.7,,12/1/18,12/31/18,50,0,,1000,,ICATG3
MN,METRO,Freedom,20,69,25,NA25143282841,THREE,2130803945,Freedom Enhanced w/ortho $2000 $50/$150 Ded $2000 Max Metro Jul,39.5,78.3,78.3,146.2,146.2,,7/1/18,7/31/18,50,0,,2000,,NA251
MN,METRO,Freedom,70,100,25,NA25243282842,THREE,2130803945,Freedom Enhanced w/ortho $2000 $50/$150 Ded $2000 Max Metro Jul,34.3,68.1,68.1,127.1,127.1,,7/1/18,7/31/18,50,0,,2000,,NA252
MN,METRO,Freedom,20,69,25,NA25343313843,THREE,2130803946,Freedom Enhanced w/ortho $2000 $50/$150 Ded $2000 Max Metro Aug,39.5,78.3,78.3,146.2,146.2,,8/1/18,8/31/18,50,0,,2000,,NA253
MN,METRO,Freedom,70,100,25,NA25443313844,THREE,2130803946,Freedom Enhanced w/ortho $2000 $50/$150 Ded $2000 Max Metro Aug,34.3,68.1,68.1,127.1,127.1,,8/1/18,8/31/18,50,0,,2000,,NA254
MN,METRO,Freedom,20,69,25,NA25543344845,THREE,2130803947,Freedom Enhanced w/ortho $2000 $50/$150 Ded $2000 Max Metro Sep,39.5,78.3,78.3,146.2,146.2,,9/1/18,9/30/18,50,0,,2000,,NA255
MN,METRO,Freedom,70,100,25,NA25643344846,THREE,2130803947,Freedom Enhanced w/ortho $2000 $50/$150 Ded $2000 Max Metro Sep,34.3,68.1,68.1,127.1,127.1,,9/1/18,9/30/18,50,0,,2000,,NA256
MN,METRO,Freedom,20,69,25,NA25743374847,THREE,2130803949,Freedom Enhanced w/ortho $2000 $50/$150 Ded $2000 Max Metro Oct,39.5,78.3,78.3,146.2,146.2,,10/1/18,10/31/18,50,0,,2000,,NA257
MN,METRO,Freedom,70,100,25,NA25843374848,THREE,2130803949,Freedom Enhanced w/ortho $2000 $50/$150 Ded $2000 Max Metro Oct,34.3,68.1,68.1,127.1,127.1,,10/1/18,10/31/18,50,0,,2000,,NA258
MN,METRO,Freedom,70,100,25,NA251043405849,THREE,2130803952,Freedom Enhanced w/ortho $2000 $50/$150 Ded $2000 Max Metro Nov,34.3,68.1,68.1,127.1,127.1,,11/1/18,11/30/18,50,0,,2000,,NA2510
MN,METRO,Freedom,20,69,25,NA25943405850,THREE,2130803952,Freedom Enhanced w/ortho $2000 $50/$150 Ded $2000 Max Metro Nov,39.5,78.3,78.3,146.2,146.2,,11/1/18,11/30/18,50,0,,2000,,NA259
MN,METRO,Freedom,20,69,25,NA251143435851,THREE,2130803953,Freedom Enhanced w/ortho $2000 $50/$150 Ded $2000 Max Metro Dec,39.5,78.3,78.3,146.2,146.2,,12/1/18,12/31/18,50,0,,2000,,NA2511
MN,METRO,Freedom,70,100,25,NA251243435852,THREE,2130803953,Freedom Enhanced w/ortho $2000 $50/$150 Ded $2000 Max Metro Dec,34.3,68.1,68.1,127.1,127.1,,12/1/18,12/31/18,50,0,,2000,,NA2512
MN,NON METRO,Freedom,20,69,25,NA26143282853,THREE,2130809574,Freedom Enhanced w/ortho $2000 $50/$150 Ded $2000 Max Non Metro Jul,43.3,85.5,85.5,157.7,157.7,,7/1/18,7/31/18,50,0,,2000,,NA261
MN,NON METRO,Freedom,70,100,25,NA26243282854,THREE,2130809574,Freedom Enhanced w/ortho $2000 $50/$150 Ded $2000 Max Non Metro Jul,37.7,74.4,74.4,137.1,137.1,,7/1/18,7/31/18,50,0,,2000,,NA262
MN,NON METRO,Freedom,20,69,25,NA26343313855,THREE,2130809576,Freedom Enhanced w/ortho $2000 $50/$150 Ded $2000 Max Non Metro Aug,43.3,85.5,85.5,157.7,157.7,,8/1/18,8/31/18,50,0,,2000,,NA263
MN,NON METRO,Freedom,70,100,25,NA26443313856,THREE,2130809576,Freedom Enhanced w/ortho $2000 $50/$150 Ded $2000 Max Non Metro Aug,37.7,74.4,74.4,137.1,137.1,,8/1/18,8/31/18,50,0,,2000,,NA264
